タイムスタンプ,受付,国籍※国籍が分かる場合「その他」に国名を記入,時間帯,目的,人数,性別,年齢,問い合わせ内容,Komatsu九館内の案内,交通,目的地※主な所を一ヶ所,周辺店舗、飲食店※複数可,観光案内,パンフレットお渡し,物産,宿泊,イベント,その他（落とし物、ATM、公衆電話、授乳室など）,問い合わせ内容/回答
2026/08/22,窓口,韓国,10時台,観光,個人,女性,60代以上,交通,,タクシー,その他,,,,,,,,白山の市ノ瀬ビジターセンターまで。１時間ほどとご案内した。
2026/08/22,窓口,1.日本,11時台,観光,個人,男性,60代以上,周辺店舗、飲食店,,,,その他,,,,,,,今江の岩倉鉄工所をお探し。住所をお伝えした。
2026/08/22,窓口,1.日本,12時台,観光,個人,男性,20代から30代,周辺店舗、飲食店,,,,その他,,,,,,,北國とおりまちの場所をお探し。ご案内した。
2026/08/22,窓口,1.日本,12時台,観光,個人,女性,60代以上,交通,,徒歩,その他,,,,,,,,成田屋公演でうららをお探し。ご案内した。
2026/08/22,窓口,1.日本,12時台,観光,個人,女性,60代以上,周辺店舗、飲食店,,,,小松うどん、塩焼きそば,,,,,,,つるっとをご案内した。
2026/08/22,窓口,1.日本,10時台,市民利用,家族連れ,女性,40代から50代,Komatsu九館内,休憩所,,,,,,,,,,820をご案内した。
2026/08/22,窓口,1.日本,13時台,観光,個人,男性,60代以上,Komatsu九館内,ギャラリーエリア,,,,,,,,,,御周印をお探し。ギャラリーをご案内した。
2026/08/23,窓口,1.日本,09時台,観光,2〜5人,女性,40代から50代,観光案内,,,,,安宅住吉神社、安宅の関,見て歩きマップ,,,,,小松駅周辺の神社で御朱印集めをしたいとのこと。禹橋神社や本折日吉神社などご案内しました（田中）
2026/08/23,窓口,1.日本,09時台,市民利用,個人,女性,60代以上,Komatsu九館内,ギャラリーエリア,,,,,,,,,,
2026/08/23,窓口,1.日本,10時台,観光,個人,男性,40代から50代,観光案内,,,,,こまつの杜,お渡しなし,,,,,
2026/08/23,窓口,1.日本,09時台,観光,個人,男性,60代以上,交通,,飛行機,小松空港,,,,,,,,
2026/08/23,窓口,1.日本,09時台,観光,個人,男性,40代から50代,観光案内,,,,,小松駅周辺で2～3時間観光したい,見て歩きマップ,,,,,
2026/08/23,窓口,1.日本,11時台,観光,個人,男性,60代以上,Komatsu九館内,喫煙所,,,,,,,,,,
2026/08/23,窓口,1.日本,09時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/23,窓口,1.日本,12時台,観光,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/23,窓口,1.日本,13時台,観光,個人,男女,60代以上,交通,,バス,小松空港,,,,,,,,
2026/08/23,窓口,1.日本,12時台,観光,個人,女性,60代以上,イベント,,,,,,,,,その他,,團十郎芸術劇場うらら
2026/08/23,窓口,1.日本,14時台,観光,個人,男性,40代から50代,物産,,,,,,,お菓子,,,,松葉屋さんの栗蒸し羊羹販売店をご案内しました（南）
2026/08/24,窓口,1.日本,08時台,市民利用,個人,女性,40代から50代,その他,,,,,,,,,,落とし物,
2026/08/24,窓口,1.日本,08時台,観光,個人,男性,学生,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/24,窓口,1.日本,15時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/24,窓口,1.日本,13時台,観光,個人,男性,40代から50代,Komatsu九館内,喫煙所,,,,,,,,,,
2026/08/24,窓口,1.日本,14時台,観光,個人,女性,40代から50代,観光案内,,,,,小松駅周辺で2～3時間観光したい,"見て歩きマップ, 個別のパンフレット",,,,,
2026/08/24,窓口,1.日本,12時台,観光,個人,女性,20代から30代,観光案内,,,,,小松駅周辺（みよっさ、錦窯など）,"見て歩きマップ, 個別のパンフレット",,,,,
2026/08/24,電話,1.日本,18時台,市民利用,個人,男性,40代から50代,物産,,,,,,,酒,,,,
2026/08/24,窓口,1.日本,13時台,市民利用,個人,女性,40代から50代,物産,,,,,,,酒,,,,お酒についてお問い合わせ。辛口はどれか。（田中）
2026/08/25,窓口,1.日本,12時台,観光,2〜5人,女性,20代から30代,周辺店舗、飲食店,,,,その他,,,,,,,イオンモールへのバスをご案内しました。林
2026/08/25,窓口,1.日本,12時台,観光,2〜5人,女性,20代から30代,周辺店舗、飲食店,,,,その他,,,,,,,イオンモールへのバスをご案内しました。林
2026/08/26,電話,1.日本,09時台,市民利用,個人,男性,40代から50代,交通,,タクシー,小松空港,,,,,,,,土曜日の朝に空港までタクシーを利用したいが、常に常駐しているのか。日によって出払っている場合もある。配車予約をおすすめした。
2026/08/26,窓口,1.日本,10時台,市民利用,個人,男性,60代以上,交通,,タクシー,その他,,,,,,,,寺井に行くタクシーをお探し。小松駅に出入りしているタクシー会社をご案内した。
2026/08/26,電話,1.日本,11時台,観光,個人,女性,60代以上,交通,,タクシー,その他,,,,,,,,尾小屋鉱山資料館までのアクセス。タクシーかレンタカーをおすすめした。イベントデーにはバスも出ているとお伝えした。
2026/08/26,窓口,1.日本,14時台,観光,個人,女性,40代から50代,観光案内,,,,,おすすめの観光地を知りたい,"見て歩きマップ, 個別のパンフレット",,,,,
2026/08/26,窓口,1.日本,13時台,観光,個人,女性,60代以上,観光案内,,,,,小松駅周辺（みよっさ、錦窯など）,見て歩きマップ,,,,,
2026/08/27,窓口,1.日本,10時台,ビジネス,個人,女性,40代から50代,物産,,,,,,,お菓子,,,,
2026/08/27,窓口,1.日本,10時台,ビジネス,個人,男性,40代から50代,物産,,,,,,,お菓子,,,,
2026/08/27,窓口,1.日本,10時台,ビジネス,個人,男性,40代から50代,交通,,バス,その他,,,,,,,,バスでの大聖寺までの行き方。IRが運休の為、タクシーをご案内しました
2026/08/27,窓口,1.日本,16時台,観光,個人,女性,40代から50代,交通,,飛行機,小松空港,,,,,,,,
2026/08/27,窓口,1.日本,14時台,観光,個人,男性,40代から50代,Komatsu九館内,ギャラリーエリア,,,,,,,,,,
2026/08/28,窓口,1.日本,09時台,観光,家族連れ,男女,60代以上,交通,,バス,その他,,,,,,,,大聖寺に行きたいとのこと。大雨の影響で鉄道が運休のため、加賀温泉経由で大聖寺駅前に向かうバスをご案内した。
2026/08/28,窓口,1.日本,10時台,観光,個人,男性,20代から30代,交通,,バス,その他,,,,,,,,下粟津までのアクセ。木場潟線をご案内した。
2026/08/28,窓口,1.日本,12時台,市民利用,個人,女性,60代以上,交通,,バス,その他,,,,,,,,粟津駅までのアクセス。電車が止まっているため、粟津線のバスをご案内しました。
2026/08/28,窓口,1.日本,12時台,ビジネス,個人,男性,40代から50代,交通,,バス,その他,,,,,,,,粟津の青路までのバス。粟津線をご案内した。
2026/08/28,窓口,1.日本,13時台,観光,個人,女性,40代から50代,観光案内,,,,,小松駅周辺で2～3時間観光したい,見て歩きマップ,,,,,ホテルのチェックインまで観光したいとのこと。みよっさや北國通町をご案内した。
2026/08/29,窓口,1.日本,08時台,観光,個人,男性,40代から50代,Komatsu九館内,喫煙所,,,,,,,,,,
2026/08/29,電話,1.日本,10時台,観光,個人,男性,60代以上,イベント,,,,,,,,,航空祭,,航空祭の日に宿泊する場所。片山津と粟津はどちらが近いか。距離はあまり変わらないとお伝えした
2026/08/29,窓口,2.アジア,13時台,観光,個人,男性,20代から30代,観光案内,,,,,おすすめの観光地を知りたい,"見て歩きマップ, 個別のパンフレット",,,,,小松の有名な観光地を知りたいとのこと。那谷寺や安宅、ゆのくにの森などをご案内した。
2026/08/29,窓口,2.アジア,13時台,観光,個人,男性,20代から30代,物産,,,,,,,お菓子,,,,ベジタリアンの方で、大豆パウダーのお菓子をお探し。大豆由来のお菓子は取り扱いなく、他に卵不使用のクッキーやせんべいをご案内した。
2026/08/29,窓口,1.日本,13時台,観光,個人,女性,60代以上,イベント,,,,,,,,,航空祭,,航空祭のシャトルバスについて。出発する場所を知りたい。例年、駅と臨時駐車場から出ているとご案内した。
2026/08/29,窓口,1.日本,13時台,観光,個人,男性,60代以上,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/29,窓口,1.日本,13時台,観光,家族連れ,女性,40代から50代,その他,,,,,,,,,,スタンプ,記念スタンプをお探し。JRとIRをご案内した。
2026/08/29,窓口,1.日本,13時台,市民利用,個人,女性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,オムツ交換出来るトイレをご案内しました
2026/08/29,窓口,1.日本,15時台,観光,個人,男性,40代から50代,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,
2026/08/30,窓口,1.日本,11時台,観光,個人,女性,40代から50代,交通,,鉄道,その他,,,,,,,,芦原温泉駅まで。IRが運休のため新幹線をご案内しました。
2026/08/30,窓口,1.日本,11時台,観光,個人,女性,20代から30代,観光案内,,,,,その他,お渡しなし,,,,,サイエンスヒルズまで行き方。
2026/08/30,電話,1.日本,14時台,観光,個人,男性,40代から50代,宿泊,,,,,,,,ハイパーホテル,,,小松駅周辺の安いホテルの問い合わせ。価格はこちらではわからないのでお客様で問い合わせをしてくださいとお伝えし、ハイパーホテル小松、変なホテル小松等をご案内しました。
2026/08/30,窓口,1.日本,15時台,観光,2〜5人,女性,20代から30代,その他,,,,,,,,,,落とし物,バス停で傘を忘れたが届いていないかとの問い合わせ。ここには届いていないので、ナインの事務所ご案内しました。
2026/08/31,窓口,1.日本,08時台,観光,個人,女性,60代以上,観光案内,,,,,おすすめの観光地を知りたい,じゃらん,,,,,神奈川からお越し。おすすめの観光地を知りたいとのこと。安宅や那谷寺をご案内しました。
2026/08/31,窓口,1.日本,09時台,観光,個人,男性,60代以上,交通,,バス,ハニベ巌窟院,,,,,,,,ハニべ線をご案内しました。
2026/08/31,窓口,1.日本,09時台,観光,2〜5人,女性,60代以上,観光案内,,,,,パンフレットをお探し,"じゃらん, 個別のパンフレット",,,,,那谷寺のパンフレットをお探し。じゃらんと那谷寺パンフレットをお渡しした。
2026/08/31,窓口,1.日本,10時台,観光,個人,男性,40代から50代,交通,,バス,那谷寺,,,,,,,,粟津線をご案内しました。
2026/08/31,窓口,1.日本,10時台,観光,個人,女性,20代から30代,交通,,バス,安宅住吉神社、勧進帳ものがたり館,,,,,,,,安宅線をご案内しました
2026/08/31,電話,1.日本,11時台,観光,個人,男性,60代以上,Komatsu九館内,コインロッカー,,,,,,,,,,駅のコインロッカーをお探し。あるとご案内しました。９／10の片山津ゴルフ倶楽部の女子プロ大会に行くとのこと。
2026/08/31,電話,1.日本,14時台,観光,個人,女性,40代から50代,イベント,,,,,,,,,航空祭,,
2026/09/01,窓口,日本,08時台,観光,個人,男性,40代から50代,観光案内,,,,,パンフレットをお探し,,,,,,フランス語の周辺案内の資料はあるかとのおといあわせ。あいにく用意がないとお詫びしました。
2026/09/01,窓口,日本,10時台,観光,個人,女性,60代以上,観光案内,,,,,パンフレットをお探し,,,,,,山代温泉のパンフレットをお探し。お渡しした。
2026/09/01,窓口,日本,11時台,観光,小団体（2～5人）,男性,60代以上,観光案内,,,,,小松駅周辺で2～3時間観光したい,,,,,,小松駅周辺の無料観光スポット。こまつの杜、みよっさ、サイエンスヒルズ、禹橋神社などご案内。
2026/09/01,窓口,日本,11時台,観光,個人,女性,60代以上,Komatsu九館内,休憩所,,,,,,,,,,休憩所をお探し。高齢だったため、カブーレのスタッフに許可をもらいカブーレに案内しました。
2026/09/01,窓口,日本,11時台,観光,個人,女性,40代～50代,その他,,,,,,,,,,その他,こまつの杜の重機を上から見られる所をお探し。新幹線改札内をご案内しました。
2026/09/01,電話,日本,13時台,観光,個人,男性,60代以上,ホテル・宿泊,,,,,,,,小松駅周辺,,,駅周辺の安いホテルをお探し。老松さんや松屋旅館、ハイパーホテルをご案内しました。
2026/09/01,窓口,日本,14時台,観光,小団体（2～5人）,女性,20代～30代,Komatsu九館内,喫煙所,,,,,,,,,,喫煙所をご案内しました
2026/09/01,窓口,アジア（国籍不明）,15時台,観光,個人,男性,40代～50代,Komatsu九館内,喫煙所,,,,,,,,,,喫煙所をご案内しました
2026/09/01,窓口,日本,16時台,観光,個人,女性,40代～50代,物産・お土産,,,,,,,お菓子,,,,
2026/09/01,窓口,日本,15時台,ビジネス,個人,男性,40代～50代,アクセス・交通,,バス,イオンモール,,,,,,,,イオンモール行きのバスとタクシーを案内しました。
2026/09/01,窓口,日本,15時台,ビジネス,個人,男性,20代～30代,Komatsu九館内,喫煙所,,,,,,,,,,
2026/09/02,窓口,日本,10時台,観光,個人,女性,40代～50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/09/02,窓口,日本,13時台,観光,個人,男性,40代～50代,Komatsu九館内,喫煙所,,,,,,,,,,
2026/09/02,窓口,日本,14時台,観光,個人,女性,20代～30代,その他,,,,,,,,,,記念スタンプ,御周印の押印場所をご案内しました
2026/09/02,電話,日本,16時台,観光,個人,女性,40代～50代,物産・お土産,,,,,,,お菓子,,,,小松駅構内にお土産物店はいくつありますかとの問い合わせに当店とカブーレさん、セブンイレブンさんがありますとお答えしました
